	St	Ht	Vt	N
19828	99.6505710919	21.1503948167	21.1753647423	90
19829	76.5279413055	18.8740836211	18.81525888	90
19830	90.2801446468	20.2650127787	20.2762664995	90
19831	71.5016103474	18.2156040527	18.2305086375	90
19832	114.611499131	22.6088536253	22.4822787706	90
19833	144.970863901	24.8040316623	24.7658785464	90
19834	99.1720300987	21.0561905644	21.1310852675	90
19835	344.772281316	34.1828209726	34.1392951312	90
19836	113.392796066	22.3658079041	22.3810161154	90
19837	80.8681848173	19.2081658197	19.2968717798	90
19838	66.6709243465	17.6121824918	17.6380591581	90
19839	112.493606048	22.2141858452	22.3057502625	90
19840	98.3707757191	20.949076088	21.0565693429	90
19841	150.036297956	25.1254522443	25.1088908265	90
19842	177.906973236	26.8391593085	26.8454633886	90
19843	147.497810251	24.9388840194	24.938171574	90
19844	123.711211648	23.2753792457	23.2126413458	90
19845	89.2531904671	20.1402515544	20.1733671466	90
19846	176.219033623	26.7472482051	26.7467677184	90
19847	52.299797771	15.7140871871	15.6577896795	90
19848	183.093112125	27.1134326244	27.1440461585	90
19849	108.375250061	21.934165588	21.9548449466	90
19850	84.8572521149	19.8269746003	19.7222186075	90
19851	93.0899783426	20.5163702571	20.5532255225	90
19852	126.431747294	23.2928774414	23.4227214063	90
19853	155.527151473	25.3538674355	25.470395382	90
19854	50.7294063744	15.5803676574	15.4174474035	90
19855	142.803257878	24.5972166548	24.6161633647	90
19856	89.0318462329	20.1601505184	20.1510682863	90
19857	91.9717267377	20.3923016603	20.4437923482	90
19858	130.980243937	23.7923381032	23.7660783985	90
19859	105.029226758	21.5923941393	21.6619375182	90
19860	91.8529231866	20.4537817037	20.4321053124	90
19861	123.058122893	23.1420394344	23.1616653553	90
19862	74.8282967135	18.6284537387	18.6209174829	90
19863	73.4400840485	18.4351160593	18.4596535222	90
19864	117.060560351	22.6699953275	22.6832294737	90
19865	152.090138119	25.2297596416	25.2453325355	90
19866	119.547579383	22.827597288	22.8839239005	90
19867	85.4906033625	19.6497755249	19.788320102	90
19868	117.776683443	22.7595771008	22.741361099	90
19869	78.1464529455	18.9800725226	18.9972603087	90
19870	138.623365704	24.3230029052	24.3222631708	90
19871	87.0050759774	19.9151777794	19.9448564354	90
19872	70.7923229361	18.2007042925	18.145474848	90
19873	83.3415201252	19.6219249918	19.5624589783	90
19874	167.32893992	26.3376218896	26.2140065317	90
19875	54.7923726646	16.0418849183	16.0284206041	90
19876	115.212389597	22.3843764052	22.531894651	90
19877	183.938850764	27.1828217719	27.1920883019	90
19878	139.54742144	24.3894408209	24.3878388291	90
19879	139.08524257	24.3837441561	24.3550837081	90
19880	89.079197513	20.1639660326	20.1558422118	90
19881	115.44222699	22.5250693483	22.5508184656	90
19882	83.0656974272	19.5456123959	19.5331455124	90
19883	84.3808181457	19.7214149209	19.6722418259	90
19884	141.271290875	24.4371087958	24.5092531614	90
19885	126.65525721	23.4086475738	23.4398209677	90
19886	140.519983928	24.3743330799	24.4564837841	90
19887	80.6234852252	19.1311695402	19.2702561303	90
19888	123.189046321	23.1051991505	23.1719015614	90
19889	49.6895995143	15.3019954813	15.2552396275	90
19890	103.13421436	21.5068663806	21.4927852135	90
19891	105.007586653	21.6486102893	21.6600194547	90
19892	62.4831673598	17.0340747435	17.0973748399	90
19893	82.7905955881	19.5641425696	19.5038335429	90
19894	107.546671124	21.955500291	21.8829814013	90
19895	76.8306456398	18.7190541373	18.8495217529	90
19896	109.593375354	22.0290016223	22.0597135192	90
19897	127.720631582	23.4567446687	23.5209995589	90
19898	117.507180253	22.7451796127	22.7195169139	90
19899	105.511117776	21.6495870869	21.7045695885	90
19900	103.895950333	21.5043397277	21.5610699563	90
19901	114.360296063	22.4712094365	22.4614759233	90
19902	146.052592621	24.8682844847	24.8399248669	90
19903	93.9142102198	20.7189735372	20.633231584	90
19904	114.682110322	22.4102966868	22.4881198077	90
19905	56.3015378632	16.197319907	16.2467186343	90
19906	43.0695251956	14.1416271546	14.1587818039	90
19907	66.37678976	17.6172794747	17.6009401722	90
19908	74.0846601373	18.5723794386	18.534820187	90
19909	216.851381061	29.0032365209	28.9359243122	90
19910	52.3124013179	15.6328631958	15.6596966716	90
19911	94.9500025954	20.7818371762	20.7330004534	90
19912	86.8868719372	19.8308273695	19.9327152175	90
19913	84.9648427805	19.7546574484	19.7334745091	90
19914	94.2809552806	20.6596776077	20.6686546589	90
19915	219.156144456	29.0364802319	29.0497765699	90
19916	93.9981628381	20.6643498737	20.6413498864	90
19917	137.99156169	24.1904880641	24.277226288	90
19918	87.2542217684	20.0799849762	19.9704053441	90
19919	240.390474246	30.0301888239	30.0552248953	90
19920	116.85644841	22.5997605542	22.6666091461	90
19921	91.1857813357	20.3389184534	20.3662571903	90
19922	100.00772959	21.2364213775	21.208304342	90
19923	58.2731670639	16.5274665641	16.5253772948	90
19924	143.411824304	24.664012505	24.6583789078	90
19925	82.6075602868	19.4641623404	19.4842894501	90
19926	142.532073077	24.6667114212	24.5973053096	90
19927	77.9682341795	19.0359941489	18.9773626685	90
19928	63.7355820374	17.2034225968	17.261889349	90
19929	87.9405676232	20.0350974744	20.0404956643	90
19930	81.34446188	19.3929362751	19.3484979411	90
19931	73.2192624156	18.5086775996	18.4337861841	90
19932	54.9573471953	15.9198420273	16.0525020299	90
19933	91.5155773095	20.5186882213	20.3988553682	90
19934	105.316925993	21.7579559838	21.6874082049	90
19935	64.6021909498	17.3881348144	17.3742941059	90
19936	112.128920719	22.3597231305	22.2750893938	90
19937	76.1186760658	18.7253076147	18.768768266	90
19938	70.9148917299	18.2167840695	18.1602156256	90
19939	94.6842318752	20.7266512836	20.7074823701	90
19940	204.831021875	28.4252402625	28.3256569604	90
19941	110.484085475	22.0239833186	22.1358157161	90
19942	118.810487049	22.8184543657	22.8247898228	90
19943	119.747069616	22.9751459922	22.8998786382	90
19944	87.5038672367	19.9249684233	19.9959487575	90
19945	134.138233486	24.0960252019	23.9989357167	90
19946	80.7799056137	19.2897921575	19.2872769489	90
19947	140.606623664	24.421717433	24.4625805461	90
19948	94.732497866	20.828493131	20.7121207985	90
19949	76.9261809675	18.7940014538	18.8603137534	90
19950	70.0888027498	17.9960212535	18.0604859706	90
19951	94.0531949457	20.5678736559	20.6466684787	90
19952	75.9386039644	18.6594648222	18.7482519885	90
19953	74.0123733966	18.4594230897	18.5264155829	90
19954	113.809116545	22.5288946148	22.4157045219	90
19955	128.071924782	23.4975416257	23.5476492977	90
19956	59.6913862222	16.7424283793	16.7214562552	90
19957	77.2180445304	18.9940129004	18.8932198898	90
19958	72.038616617	18.3670561877	18.2944596617	90
19959	110.64529221	22.1420802434	22.1495375406	90
19960	151.683728757	25.2106302968	25.2184513488	90
19961	71.7315604072	18.1889106118	18.257937825	90
19962	122.457411926	23.1544109933	23.1145880622	90
19963	61.067320494	16.930563541	16.9083537818	90
19964	82.7168397682	19.4938729832	19.4959620887	90
19965	174.023017005	26.739668872	26.6172164042	90
19966	150.114940645	25.1372125449	25.1141427053	90
19967	147.239386854	24.8315439631	24.9206604901	90
19968	118.008930098	22.7594154436	22.7601538439	90
19969	112.367390861	22.207117022	22.295147615	90
19970	185.411476202	27.3448212588	27.2753162752	90
19971	148.197945509	25.0536493768	24.9854906039	90
19972	98.9399093295	21.0692900157	21.1095468529	90
19973	78.5276416214	19.0205697154	19.0397018837	90
19974	53.1680845595	15.8563938997	15.788370878	90
19975	63.1511587863	17.088184931	17.1854289167	90
19976	139.575112937	24.3591257987	24.3897986073	90
19977	96.0354364767	20.8859204324	20.8366436028	90
19978	95.2453618079	20.8257595457	20.7612941769	90
19979	104.610069011	21.5952034036	21.6247302817	90
19980	197.602889178	28.0055125047	27.9445385133	90
19981	119.770263752	22.9238473341	22.9017322834	90
19982	69.355864684	18.0066747089	17.9712465792	90
19983	170.038694222	26.4333464104	26.3787633214	90
19984	198.928738284	27.9513790792	28.0152843617	90
19985	167.388648123	26.2552061452	26.2176599324	90
19986	137.020433927	24.2342934472	24.2076798807	90
19987	138.412182853	24.2895640308	24.3072276636	90
19988	66.6790709848	17.7185101612	17.6390854647	90
19989	51.9310016546	15.6424264948	15.6018359822	90
19990	77.1987514337	18.7881945758	18.8910476494	90
19991	132.809981351	23.9124395755	23.9015328507	90
19992	127.574468009	23.5923505652	23.5098941814	90
19993	171.741427422	26.5175724184	26.4812132524	90
19994	129.34849632	23.5692440605	23.6440062588	90
19995	110.392659782	22.1401956457	22.1280266061	90
19996	152.829052304	25.2949838038	25.2940595773	90
19997	94.9377799253	20.7638019262	20.7318281123	90
