	St	Ht	Vt	N
158	59.6068750014	0.133878500898	0.0	15
159	128.231627392	0.951025048991	1.0	15
160	84.2381105732	0.192785709292	0.0	15
161	78.3859689793	0.128863377815	0.0	15
162	189.191691453	1.13758772643	1.0	15
163	225.671442785	1.00771081175	1.0	15
164	109.371122679	0.895293607673	1.0	15
165	62.3883621473	0.0390392082618	0.0	15
166	115.165873898	1.04681559551	1.0	15
167	79.943502703	0.063780474499	0.0	15
168	93.8344117101	0.374199921373	0.0	15
169	95.6811870137	0.296028172905	0.0	15
170	96.6967424689	0.2371859335	0.0	15
171	54.2710194321	-0.0537821848871	0.0	15
172	125.572228998	0.920833141974	1.0	15
173	212.76965113	0.979313628057	1.0	15
174	129.653372475	1.22464449658	1.0	15
175	114.021265338	1.13952289246	1.0	15
176	102.51980887	0.580652499186	1.0	15
177	52.3547732076	0.0395839524506	0.0	15
178	91.8589513891	0.227515850102	0.0	15
179	173.802496774	1.03593892764	1.0	15
180	130.994141881	1.05871798682	1.0	15
181	84.3517511349	0.124304238764	0.0	15
182	52.3114157415	-0.00331440153416	0.0	15
183	131.131738925	0.971090747837	1.0	15
184	154.706291086	0.939062535886	1.0	15
185	70.8205296761	-0.0259382663475	0.0	15
186	88.2950438552	0.104824883857	0.0	15
187	57.8975761813	0.00593295903964	0.0	15
188	126.081980293	0.99138718538	1.0	15
189	120.107860634	1.0834573825	1.0	15
190	62.3316193792	-0.00853196913523	0.0	15
191	150.879968613	1.03659416457	1.0	15
192	84.5874358501	0.10354675444	0.0	15
193	112.129021078	0.692996645302	1.0	15
194	108.432248299	0.785076657314	1.0	15
195	84.0505847847	0.11779577726	0.0	15
196	80.4460599806	0.185150883394	0.0	15
197	135.434632069	1.01541069153	1.0	15
198	113.943022934	1.00062458226	1.0	15
199	265.162593701	1.10998791437	1.0	15
200	125.961430029	1.03521724711	1.0	15
201	64.3784252185	0.017150097541	0.0	15
202	146.200320105	1.00188083768	1.0	15
203	178.793564991	1.02266301525	1.0	15
204	60.2279670213	0.0526213681871	0.0	15
205	144.772871899	0.901495356423	1.0	15
206	71.307474674	0.100435430435	0.0	15
207	48.2523141549	0.0114641796515	0.0	15
208	100.298763758	0.463690644663	1.0	15
209	99.5613288535	0.649942544141	0.0	15
210	52.7999484264	0.0350215957514	0.0	15
211	128.930426181	1.36343167384	1.0	15
212	65.0197185022	0.00465147768754	0.0	15
213	79.5989101581	0.0988044201849	0.0	15
214	64.2822548453	0.039660153867	0.0	15
215	61.5888312745	0.0339778332159	0.0	15
216	71.3606101681	0.122158896777	0.0	15
217	124.613929374	0.96467628245	1.0	15
218	52.2999613436	0.0212670218962	0.0	15
219	83.263074201	-0.0762029036166	0.0	15
220	85.510098624	0.0457371214694	0.0	15
221	99.3506194612	0.378433365429	0.0	15
222	61.9756874855	0.030359462741	0.0	15
223	72.6328250629	-0.307840179433	0.0	15
224	210.956888393	1.1151628127	1.0	15
225	62.6132690213	-0.0329774899386	0.0	15
226	171.930554637	0.975320377386	1.0	15
227	85.9319463934	-0.0790959998771	0.0	15
228	78.4922499719	-0.099715322764	0.0	15
229	117.479868074	1.28608013192	1.0	15
230	72.4931971012	-0.061218645413	0.0	15
231	190.124085821	1.0505327785	1.0	15
232	46.9244234811	-0.0661551835588	0.0	15
233	67.043082039	0.0468440192272	0.0	15
234	59.000992985	0.0389694645616	0.0	15
235	110.661342851	0.8201190228	1.0	15
236	102.532152429	0.280491400973	1.0	15
237	143.14403352	0.953277534289	1.0	15
238	84.7075221723	0.163972582007	0.0	15
239	107.289989872	0.805459558046	1.0	15
240	176.875802039	1.07501643091	1.0	15
241	111.706540998	1.0473390967	1.0	15
242	124.703005362	1.09199898111	1.0	15
243	143.357616426	0.982484928844	1.0	15
244	108.788449477	0.793111673271	1.0	15
245	83.6965951566	0.157241626525	0.0	15
246	90.803427242	0.14403152914	0.0	15
247	145.841807254	1.17845111354	1.0	15
248	112.994628515	1.12095865315	1.0	15
249	190.37806201	1.04093227959	1.0	15
250	73.7495157977	0.0886341675534	0.0	15
251	223.319390801	1.03812440104	1.0	15
252	113.164633154	0.813132530875	1.0	15
253	53.8205505615	0.0154376391795	0.0	15
254	91.8878222294	0.145480196721	0.0	15
255	129.619795262	0.996383937397	1.0	15
256	61.7353684213	0.0561157927707	0.0	15
257	66.0146996851	0.0464007568865	0.0	15
258	141.074419129	0.940946463583	1.0	15
259	133.028867028	1.41990288342	1.0	15
260	122.328670839	0.819155831596	1.0	15
261	154.863198928	1.09616540626	1.0	15
262	66.9572986953	0.034744229759	0.0	15
263	78.3327553222	-0.0404219382558	0.0	15
264	97.1187608364	0.49400540108	0.0	15
265	87.0768367403	0.11400701281	0.0	15
266	73.1134449794	-0.049521230927	0.0	15
267	145.036956292	0.886799989132	1.0	15
268	125.977115108	0.951052759757	1.0	15
269	69.4758348988	0.108601313962	0.0	15
270	106.640385695	0.857549687279	1.0	15
271	86.4299721954	0.129360586245	0.0	15
272	91.0656086898	0.302647696597	0.0	15
273	78.2382657812	0.0881100078592	0.0	15
274	65.9378024879	0.0139333719187	0.0	15
275	80.8182717479	0.0674317305774	0.0	15
276	136.485139351	1.04681268206	1.0	15
277	100.106600806	0.582245320646	1.0	15
278	62.7348216332	0.08369647322	0.0	15
279	147.1384605	0.912543323423	1.0	15
280	67.5708523047	0.0161899501209	0.0	15
281	126.829416729	0.992420283952	1.0	15
282	69.3144319256	0.0374518599668	0.0	15
283	124.464364621	1.08952947689	1.0	15
284	89.6721447056	0.233268560346	0.0	15
285	146.153683183	0.915925279494	1.0	15
286	76.1864153521	-0.494475681315	0.0	15
287	103.723456186	0.654676651153	1.0	15
288	77.5338929007	0.0784176405324	0.0	15
289	141.009546159	0.933196384355	1.0	15
290	105.001855004	0.682488137579	1.0	15
291	152.535186532	1.02285966364	1.0	15
292	141.739004231	1.11649622807	1.0	15
293	82.3026648726	0.0463165386065	0.0	15
294	115.605356028	0.987297930045	1.0	15
295	199.902629089	1.00605141015	1.0	15
296	127.816902395	1.06662907015	1.0	15
297	180.33964638	1.02031657491	1.0	15
298	101.350791913	0.654409109707	1.0	15
299	58.5734853761	-0.0142933617581	0.0	15
300	76.800749168	0.00391374495518	0.0	15
301	68.5504488232	-0.0192726982841	0.0	15
302	70.2480845858	0.0237134438913	0.0	15
303	123.658385919	0.760010832252	1.0	15
304	87.3342314429	0.000894833969025	0.0	15
305	116.023190028	0.736543426375	1.0	15
306	53.1361084747	0.0935182060796	0.0	15
307	92.3278596834	0.23697229318	0.0	15
308	68.187438561	0.0738439322207	0.0	15
309	152.747760278	0.966249769578	1.0	15
310	68.6278961159	-0.11784815097	0.0	15
311	66.1332647632	0.0187643113071	0.0	15
312	90.1274514186	0.186871003466	0.0	15
313	158.092883548	1.05916867423	1.0	15
314	114.592967696	0.819976379768	1.0	15
315	80.2252643762	0.0530841202372	0.0	15
316	83.4229132463	-0.269183673943	0.0	15
317	112.112591757	1.09648169486	1.0	15
318	145.191652313	1.06891878692	1.0	15
319	94.5115125946	0.245208738628	0.0	15
320	139.182571101	0.971650858894	1.0	15
321	69.9119660287	0.0613495640629	0.0	15
322	230.709306505	1.13669544392	1.0	15
323	131.22664126	1.05373390573	1.0	15
324	140.644941715	1.00718144196	1.0	15
325	94.7644480935	0.216700738891	0.0	15
326	77.4621445584	0.00668057461425	0.0	15
327	138.456948857	0.973369915306	1.0	15
328	122.304217244	1.17723203882	1.0	15
329	73.9172863637	0.00138967944713	0.0	15
330	109.952092227	0.807902468493	1.0	15
331	70.6498829644	0.00730469070969	0.0	15
332	95.2986308289	0.428471707212	0.0	15
333	62.995746509	0.0573285294284	0.0	15
334	143.032360306	1.07258549899	1.0	15
335	86.5162570684	0.134864562005	0.0	15
336	70.6945391156	-0.0657620830922	0.0	15
337	75.1161760097	-0.0244337354257	0.0	15
338	142.392691476	1.09646287527	1.0	15
339	94.4793532031	0.426847774162	0.0	15
340	66.3066062918	0.0412431524747	0.0	15
341	58.3092607981	0.0104584724438	0.0	15
342	84.714615722	0.0284092640749	0.0	15
343	69.9296515923	0.00595230545907	0.0	15
344	98.0352024536	0.550505932086	0.0	15
345	98.0969725399	0.443751602108	0.0	15
346	56.0656107187	0.0206720650327	0.0	15
347	63.8178541334	0.00705595788984	0.0	15
348	224.638574849	1.02850535132	1.0	15
349	90.6768979359	0.153160963084	0.0	15
350	78.0709185482	0.0396738935342	0.0	15
351	87.4018797862	0.236944828073	0.0	15
352	90.2733660411	0.24055729017	0.0	15
353	118.252032613	0.920036120574	1.0	15
354	197.807081538	1.02614127976	1.0	15
355	75.2803779935	0.0585218576964	0.0	15
356	152.133407304	0.923847207035	1.0	15
357	79.508613441	0.074884364544	0.0	15
358	65.5234101525	0.00857389643962	0.0	15
359	85.9798839135	0.114068573566	0.0	15
360	73.0338056021	0.094451684516	0.0	15
361	87.0868215301	0.196799633267	0.0	15
362	109.618919547	0.864633073593	1.0	15
363	122.648423177	0.966763902338	1.0	15
364	93.4380767887	0.344304584838	0.0	15
365	74.3513114958	-0.0171966275422	0.0	15
366	78.9566135449	0.127694682467	0.0	15
367	131.548901783	1.24304454128	1.0	15
368	71.7779605672	-0.15384760828	0.0	15
369	97.5638647809	0.345923511845	0.0	15
370	141.031474929	1.15246266918	1.0	15
371	91.1829573474	0.213428580857	0.0	15
372	130.627656617	0.919234795353	1.0	15
373	107.054502109	0.879093414887	1.0	15
374	142.058574725	0.951806608886	1.0	15
375	88.4036984835	0.154982568691	0.0	15
376	73.0207730053	-0.0217016998201	0.0	15
377	122.705952389	1.32545374158	1.0	15
378	139.202489637	1.04769126904	1.0	15
379	85.2963325055	0.0196417597646	0.0	15
380	72.4862615775	-0.0143449140046	0.0	15
381	152.61967436	1.03262368381	1.0	15
382	74.5853215499	-0.0139324734742	0.0	15
383	94.7868885584	0.456807473315	0.0	15
384	159.392831642	1.0759127498	1.0	15
385	121.803549206	0.998525132541	1.0	15
386	151.110573616	1.03118436369	1.0	15
387	68.0750107263	0.0243023961619	0.0	15
388	117.74718357	0.859914407487	1.0	15
389	55.7449081579	0.0759762652339	0.0	15
390	69.505415734	0.0108290792567	0.0	15
391	104.657807945	0.837001753424	1.0	15
392	144.680702525	0.992948509909	1.0	15
393	107.574762796	0.867348017887	1.0	15
394	91.0072700753	0.140099536102	0.0	15
395	164.281718263	1.35678581754	1.0	15
396	71.426605039	0.04679082248	0.0	15
397	68.6800683406	0.0586896063183	0.0	15
398	148.346999062	0.962437482885	1.0	15
399	81.6690002574	-0.00697209964895	0.0	15
400	81.531238582	0.170384830104	0.0	15
401	45.4593387283	-0.0391056792255	0.0	15
402	149.714801495	1.01107777783	1.0	15
403	91.923727672	0.11441378233	0.0	15
404	275.416450037	1.04312877594	1.0	15
405	119.875382414	1.12917790242	1.0	15
406	90.3380327844	0.305227154872	0.0	15
407	40.0119831581	0.0152475472678	0.0	15
408	70.374045171	0.0451835474498	0.0	15
409	120.494018203	0.995570479831	1.0	15
410	56.5067250394	0.0304788228199	0.0	15
411	92.7157690845	0.26205409319	0.0	15
412	128.959291947	0.954366934928	1.0	15
413	162.90472846	1.03245692265	1.0	15
414	154.502276751	1.02978821406	1.0	15
415	107.835542309	0.883928444562	1.0	15
416	95.0985590973	0.153172053883	0.0	15
417	96.1640798779	0.587425762097	0.0	15
418	48.4621595246	-0.0444677501758	0.0	15
419	177.537007018	1.04493275151	1.0	15
420	96.9720741589	0.423261083018	0.0	15
421	132.660446496	0.966802379406	1.0	15
422	258.808076133	1.04531485849	1.0	15
423	86.9491062199	0.100265950469	0.0	15
424	70.7799053284	0.00785997713942	0.0	15
425	147.861290086	1.01308688431	1.0	15
426	117.546058836	1.21398440737	1.0	15
427	111.398839138	0.891186977087	1.0	15
428	72.6262857739	0.109801811689	0.0	15
429	68.4612294291	0.10357333492	0.0	15
430	65.5237861149	0.141324075885	0.0	15
431	126.906438345	0.923657912042	1.0	15
432	92.6879458577	0.217099893998	0.0	15
433	88.341910857	0.257682721269	0.0	15
434	193.430524751	1.02321651922	1.0	15
435	169.490965227	1.09250819141	1.0	15
436	62.3971925134	0.0575505783207	0.0	15
437	70.2449344861	0.0623804632444	0.0	15
438	95.572927986	0.605558960901	0.0	15
439	98.7924190196	0.548994399302	0.0	15
440	143.599499109	1.01284991082	1.0	15
441	99.6453028727	0.401305453258	0.0	15
442	142.686669394	0.985611973864	1.0	15
443	120.519989087	1.02904332208	1.0	15
444	170.778388334	0.956735918873	1.0	15
445	71.3492718596	0.0272826504564	0.0	15
446	91.179297899	0.271952926252	0.0	15
447	127.518272681	1.03622076332	1.0	15
448	106.383982288	0.629358221015	1.0	15
449	155.125948908	1.02370728902	1.0	15
450	124.107259455	1.04075771257	1.0	15
451	120.454888959	0.80211245856	1.0	15
452	110.286389244	0.761090920442	1.0	15
453	93.8096368418	0.176994760516	0.0	15
454	129.942660272	1.05592036096	1.0	15
455	88.41331636	0.131215089577	0.0	15
456	96.007450067	0.366163599051	0.0	15
457	77.6683027212	0.0739101204676	0.0	15
458	100.492175551	0.536233535695	1.0	15
459	74.9052824809	0.0479826610984	0.0	15
460	90.7761302898	0.0163799139912	0.0	15
461	84.8140762296	0.138116146565	0.0	15
462	139.819838741	0.968246931776	1.0	15
463	114.31124779	0.99304881293	1.0	15
464	91.0211038621	0.25817695336	0.0	15
465	150.440664996	0.992427691145	1.0	15
466	68.6917524464	0.022782278295	0.0	15
467	44.0673769303	-0.0469510882481	0.0	15
468	59.5963994002	-0.0792496643025	0.0	15
469	217.192043151	1.03053166477	1.0	15
470	139.18528742	0.949074052402	1.0	15
471	176.116635384	1.00714351981	1.0	15
472	44.0502734881	0.0231285176139	0.0	15
473	116.002508002	1.00561352571	1.0	15
474	207.854442407	0.98062392687	1.0	15
475	74.9513286268	-0.0637313202498	0.0	15
476	115.896481037	0.974882344824	1.0	15
477	69.5095062338	0.012279410401	0.0	15
478	135.714732058	1.10707111313	1.0	15
479	140.57634956	0.869017296908	1.0	15
480	119.084082284	0.828363764723	1.0	15
481	105.530583548	0.647027727175	1.0	15
482	71.4267476566	0.0586924221017	0.0	15
483	72.1158548917	-0.0118025278517	0.0	15
484	78.6564591102	-0.125131014533	0.0	15
485	121.019369633	1.15947805903	1.0	15
486	100.038533888	0.429053130458	1.0	15
487	84.0007274377	0.0921086062679	0.0	15
488	56.7500345059	0.00541204814709	0.0	15
489	106.875549927	0.837809529373	1.0	15
490	126.277050881	0.932951424762	1.0	15
491	75.3346042787	0.16615720958	0.0	15
492	87.3931176163	0.157007364323	0.0	15
493	120.25418776	1.23480881031	1.0	15
494	104.188050595	0.63103753078	1.0	15
495	48.2170639793	0.0141633564908	0.0	15
496	110.04221864	0.871429727447	1.0	15
497	104.36979104	0.873496667594	1.0	15
498	78.8205808554	-0.00600483827328	0.0	15
499	80.7895261592	0.153657443164	0.0	15
500	66.4675694464	0.0154514207671	0.0	15
501	75.5610552548	0.0470709018009	0.0	15
502	158.998253668	0.992430701252	1.0	15
503	77.5361094009	0.0979308773896	0.0	15
504	138.319058705	0.933139785711	1.0	15
505	137.24252929	1.04385620078	1.0	15
506	54.1474973755	-0.0654088749465	0.0	15
507	87.2436681663	0.0764999133797	0.0	15
508	116.874080568	0.914361830345	1.0	15
509	118.967686356	0.965939160943	1.0	15
510	108.388023213	0.749960381216	1.0	15
511	71.3233622125	0.0340041612372	0.0	15
512	146.712661364	1.12673622203	1.0	15
513	60.3648635846	0.0448163947923	0.0	15
514	103.351491172	0.687168276855	1.0	15
515	65.868723625	0.0154782185852	0.0	15
516	117.464689189	1.01500344145	1.0	15
517	98.4240248128	0.314811159931	0.0	15
518	124.183559086	1.52084787913	1.0	15
519	50.2584567793	-0.11060345318	0.0	15
520	77.0339752237	0.0197486275443	0.0	15
521	122.72941573	0.91774639747	1.0	15
522	309.275778557	1.0326057462	1.0	15
523	187.222665976	1.12481381156	1.0	15
524	69.6166056496	0.00816311864009	0.0	15
525	63.3736350539	0.0388431502001	0.0	15
526	155.843322013	0.936027044295	1.0	15
527	140.870512099	0.952465525469	1.0	15
528	101.501946027	0.600887676127	1.0	15
529	104.660828456	0.882668025755	1.0	15
530	146.979640739	0.990113609347	1.0	15
531	94.2757384891	0.319395409868	0.0	15
532	201.1112283	1.03066640078	1.0	15
533	170.66328012	1.03984030736	1.0	15
534	60.2842651101	-0.0786037553294	0.0	15
535	83.8234503524	0.0762987895524	0.0	15
536	106.942333561	0.722253850897	1.0	15
537	69.5338568679	-0.198829878265	0.0	15
538	130.714726057	1.16021539909	1.0	15
539	170.227050564	1.01832186953	1.0	15
540	90.9081767675	0.0418561152103	0.0	15
541	121.485626621	1.13680029457	1.0	15
542	120.174615184	1.14204579273	1.0	15
543	55.7215571283	0.0670516810842	0.0	15
544	127.665743727	1.09133954969	1.0	15
545	85.8417983015	0.0635333574236	0.0	15
546	98.9133850392	0.631762685489	0.0	15
547	164.872424918	1.18177371346	1.0	15
548	212.479401034	0.946965569883	1.0	15
549	151.661584527	0.978276662345	1.0	15
550	136.566510693	1.03350640726	1.0	15
551	89.9859178363	0.116359398928	0.0	15
552	150.224702523	0.942944045798	1.0	15
553	137.923104686	1.01303771449	1.0	15
554	91.169220426	0.177688667053	0.0	15
555	100.416816337	0.431152237794	1.0	15
556	120.464258784	0.8295407526	1.0	15
557	87.1876907902	0.0991594636092	0.0	15
558	75.5846411509	-0.0180609348265	0.0	15
559	143.334697045	1.04005211424	1.0	15
560	64.6541724893	0.0331835199448	0.0	15
561	86.2281970228	0.1503408807	0.0	15
562	94.8722606639	0.338228497524	0.0	15
563	44.4751381364	-0.04208269561	0.0	15
564	94.0410396898	0.260480513994	0.0	15
565	97.2283119184	0.447071954427	0.0	15
566	121.941331691	0.865533260752	1.0	15
567	75.3014382071	0.0738305872218	0.0	15
568	111.126945007	1.04631050337	1.0	15
569	62.3475405932	0.0845978736187	0.0	15
570	70.4568564841	0.11328476084	0.0	15
571	103.863246709	0.671922281239	1.0	15
572	139.980907323	0.934393048449	1.0	15
573	154.962099845	1.03167126107	1.0	15
574	170.917322378	0.935120300264	1.0	15
575	52.3093050097	0.00604059293418	0.0	15
576	191.270644563	1.05713348928	1.0	15
577	84.2256513422	0.0392936986081	0.0	15
578	50.4954266873	-0.0254190217136	0.0	15
579	63.7793402239	0.0656795946616	0.0	15
580	151.408404584	0.9359395031	1.0	15
581	64.4037038668	0.103049326525	0.0	15
582	77.114392351	0.0898616306715	0.0	15
583	87.8383098526	0.118527891875	0.0	15
584	100.909616949	0.495178226939	1.0	15
585	96.6428710383	0.57908154408	0.0	15
586	47.8988131194	-0.0118447892568	0.0	15
587	102.779808659	0.710902440691	1.0	15
588	95.4966564827	0.383460528716	0.0	15
589	74.8047789627	0.147947652235	0.0	15
590	140.989843424	1.39078432983	1.0	15
591	61.9133779762	0.016904027435	0.0	15
592	117.789591953	1.00177988106	1.0	15
593	61.5441073143	0.0788465452711	0.0	15
594	114.761004002	1.09788197179	1.0	15
595	89.5338463572	0.155558940306	0.0	15
596	65.9205658285	0.0593520878354	0.0	15
597	56.8882731709	0.0316680643675	0.0	15
598	150.224073253	1.00984431372	1.0	15
599	134.402204044	1.10027141845	1.0	15
600	117.186153231	1.05725623484	1.0	15
601	118.50584803	1.1395168359	1.0	15
602	47.5746355234	-0.0200331251438	0.0	15
603	93.8489503365	0.278525837695	0.0	15
604	94.9789408019	0.382083972795	0.0	15
605	150.582985813	1.05383337683	1.0	15
606	186.018168442	1.04428436655	1.0	15
607	84.691380922	0.135998365193	0.0	15
608	82.4108112151	0.114958831123	0.0	15
609	95.1137671968	0.325778575426	0.0	15
610	201.967424555	0.999345616784	1.0	15
611	82.7634335429	0.0477408410209	0.0	15
612	83.6702817081	0.00238913931876	0.0	15
613	132.106637939	0.881904159737	1.0	15
614	150.70717352	0.931333934567	1.0	15
615	85.9871204979	0.08027964643	0.0	15
616	110.196409027	0.881175461457	1.0	15
617	114.525003247	0.914777338752	1.0	15
618	92.6071729759	0.0940565962367	0.0	15
619	117.173583325	1.13288259286	1.0	15
620	58.9464494817	0.00745414536593	0.0	15
621	79.6747327953	0.000483515678792	0.0	15
622	117.967574579	0.991165303429	1.0	15
623	156.245206203	1.05851492906	1.0	15
624	123.98052008	0.99756963509	1.0	15
625	153.916953193	1.03414842394	1.0	15
626	49.8862547237	-0.0374461335192	0.0	15
627	83.2471750638	-0.298124332638	0.0	15
628	55.903394625	-0.02277375853	0.0	15
629	118.608482601	0.952746269052	1.0	15
630	59.7479157559	0.0587057145212	0.0	15
631	85.1880932462	0.0984222941819	0.0	15
632	147.329220213	1.02251596424	1.0	15
633	52.6532089178	0.0026464362347	0.0	15
634	74.6732788662	-0.0319901847822	0.0	15
635	125.903442965	1.10208332643	1.0	15
636	82.5519438433	0.126704848315	0.0	15
637	126.257914624	1.0300493742	1.0	15
638	87.9627058279	0.264671771614	0.0	15
639	167.102128386	1.03770794365	1.0	15
